text,anger,disgust,fear,joy,sadness,surprise,neutral
В настоящее время акции ГМ торгуются менее чем на 1 долл. США по цене только 88 долл. США за долю!,0,0,0,0,0,1,0
"Я хочу видеть, как я тащусь в ад, но у меня такое чувство, что никто из моих друзей не пойдёт ко мне.",0,0,0,0,1,0,0
"Не думаю, что @polo65 будет преследовать меня...",0,0,0,0,0,1,0
"@agoodley Я сууу разочаровался, что не смог прийти в следующий раз! Рад, что это было продуктивно.",0,0,0,0,1,0,0
Почему ноль должен иметь там Томаса?,0,0,0,0,1,0,0
"@frazzel Он не позволил мне скачать его, потому что он сказал, что я Великобритания.",0,0,0,0,1,0,0
"Ах, я погружена в шикарные туфли, которые сказали мне купить такие чертовы ботинки.",0,0,0,0,1,0,0
Я загорелся сквозь 30-й фактор.,0,0,0,0,0,1,0
"@hummingbird604 Да, иногда бывает тяжело...",0,0,0,0,1,0,0
Еще один день присяжного.,0,0,0,0,1,0,0
@damged People XDXD ты сумасшедшая маленькая вещь почему ты съехал с поезда и обнял меня???????,0,0,0,0,0,1,0
"очень расстроен, увидев Кэри и Донн сегодня очень сильно по вам скучает!!!! (Да, хорошо, всего 3 часа) хаааааааааааа",0,0,0,0,1,0,0
@simonwilder Я хочу поиграть,0,0,0,0,0,1,0
"@zurplefon Простите. ...глубокие вдохи, я начал программу под названием ""Паникование""... она сработала чудеса.",0,0,0,0,0,1,0
"сидит дома и хочет, чтобы мне не пришлось работать сегодня.",0,0,0,0,1,0,0
"Я был так близок к тому, чтобы войти в сегодняшнюю книгу Пога &quot; Мир согласно Твиттеру &quot; , но сейчас я смотрю на это так далеко!!!!!!!!!!!!!!!!!!!!!!!!!!",0,0,0,0,1,0,0
Я скучаю по своему путешественнику.,0,0,0,0,1,0,0
"Жаль, что я не могу пойти на встречу посреди завтрашнего дня.",0,0,0,0,1,0,0
Теперь в моей комнате муха.,0,0,0,0,0,1,0
@Gators Теперь мои чувства задеты,0,0,0,0,1,0,0
"Мой жених только что ушел с работы, и я начинаю через час... так нечестно...",0,0,0,0,1,0,0
@Lizzidoll Я бы тоже хотел быть в Ва,0,0,0,0,1,0,0
"Джефф выложил бу: ""Приход домой из Тенерифе Бу"" http://boo.fm/b25651",0,0,0,0,0,1,0
"@Mikeand BobShow A www, это было не очень хорошо.",0,0,0,0,1,0,0
"Фрэнк из ЮПС сегодня последний день... грустно видеть, как он идет лучшим доставщиком когда-нибудь!",0,0,0,0,1,0,0
"@jacobmaestas Я не думаю, что когда-нибудь снова будет такой",0,0,0,0,1,0,0
"И у него 12 футов бассейна он должен сказать мне, что у него есть вещи, когда я не пойду в TWAT!",0,0,0,0,0,1,0
@wether охотник здесь нет солнца во Флориде. Всё дождливо и облачно.,0,0,0,0,1,0,0
"Это так грустно, когда отец умирает Хакуна Матана, это не значит, что...",0,0,0,0,1,0,0
@_суперъестественное_ http://twitpic.com/6695k - Awwww бедные мальчики! *cries* так печально.,0,0,0,0,1,0,0
"@andyjih Да... Кстати, у меня было всего 10 минут до встречи!",0,0,0,0,1,0,0
"В конце концов, неужели дезодорант действительно заставляет ваши легкие истекать кровью при постоянном вдыхании?",0,0,0,0,0,1,0
@ohitsbigron Dang... это разочаровывает,0,0,0,0,1,0,0
"TGIF... я бы хотел, чтобы это слово относилось ко мне, но я работаю по субботам.",0,0,0,0,1,0,0
"Черт побери, я скучаю по своему бефу.",0,0,0,0,1,0,0
"@THE_WOCKEZ Я скучаю по вам, ребята!",0,0,0,0,1,0,0
"@anomali ну, я рад, что я не единственный!",0,0,0,0,1,0,0
@Shiha_M не прояснил,0,0,0,0,0,1,0
Я перестану твитать и сейчас буду учиться в LSAT.,0,0,0,0,1,0,0
"@glamorousamanda, если бы у меня был столб, у нас нет места для него, может, мне стоит выбросить мебель и купить столб.",0,0,0,0,1,0,0
Что мне делать без моего @brandinmusic?,0,0,0,0,1,0,0
"Я собирался связать свою старую школу Нинтендо, чтобы играть в марио, и не в сумке, которую я должен искать.",0,0,0,0,0,1,0
"Я скучаю по своему джипу, теперь мне нужно прокатиться до ужасного, ужасного Уолмарта.",0,0,0,0,1,0,0
Чёртовы осадки 3 - тяжелая игра.,0,0,0,0,1,0,0
@LiamJHayter Chroma Cey collessity ...когда кумуловые семинары онлайн не могли увидеть прямую ленту здесь,0,0,0,0,1,0,0
@freecitysoul мой фильм не вышел наружу камера была сломана.,0,0,0,0,1,0,0
"@lifeasiceyit Yesum. может быть, я смогу вернуться в октябре, когда упадут ставки.",0,0,0,0,1,0,0
"Теперь я знаю победоносного заклинателя и слова, прежде чем смотреть на пчелу.",0,0,0,0,0,1,0
"Думаю, я сейчас разобью себе сердце.",0,0,0,0,1,0,0
"Черт побери, я не могу смотреть музыку на стадионе.",0,0,0,0,1,0,0
"Лежа в постели, страдая от боли и угрюмая домино... я не хочу сегодня тренироваться.",0,0,0,0,1,0,0
"@Jo_Sanders09 хаха Лол, куда ты ездишь? ...я не был хоббитом в моей маме, как Ревисин Бэк.",0,0,0,0,1,0,0
"Дождь, я не могу пойти пробежаться... я должен сделать это в моем доме в спортзале...",0,0,0,0,1,0,0
"Я думала, что у меня будет веселый день.",0,0,0,0,1,0,0
Почувствовал один зуб без брекетов.,0,0,0,0,1,0,0
"@captaincarrot Ты злой для меня, тебе придётся выпить пиццу сегодня вечером, или она сработает.",0,0,0,0,0,1,0
На сайте http://www.bodybuilding.com/fun/richardchan.htm OMFG этот чувак выглядит хорошо.,0,0,0,0,0,1,0
Эта история с филлисами гиман несёнг это так САД,0,0,0,0,1,0,0
@epiphanyygirl Когда ты приедешь в Индианаполис?!!!?,0,0,0,0,0,1,0
на работе с головной болью,0,0,0,0,1,0,0
Чувствую себя дерьмом.,0,0,0,0,1,0,0
"@maximillian62 О, боже... это просто... тревожно.",0,0,0,0,1,0,0
Люди не дают мне пропустить шикарный бекос скола и не тратят деньги моих родителей.,0,0,0,0,1,0,0
"Вау, это было быстро... дальше Содерлинг или Феррер.",0,0,0,0,0,1,0
У меня болит колено после физиотерапии.,0,0,0,0,1,0,0
"Отправляюсь в Доллараму. Жаль, что у меня нет новой работы.",0,0,0,0,0,1,0
Мой кофе остыл!,0,0,0,0,1,0,0
Я потерял телефон.,0,0,0,0,1,0,0
Почему она продолжает пытаться навредить мне?,0,0,0,0,1,0,0
"В те дни, когда я не могу быть снаружи, всегда солнечно.",0,0,0,0,1,0,0
"@_Katieedwards, я не могу вернуться, у меня закончились сообщения!",0,0,0,0,1,0,0
"@ingek73 Я на мгновении, но не могу заставить его поработать над iPhone",0,0,0,0,1,0,0
Люди не позволяют мне пропустить шикарный бекос скола имп и не могут тратить деньги моих родителей.,0,0,0,0,1,0,0
На сайте www солнышко неправильно w/ мой последний твиттер.,0,0,0,0,1,0,0
Я собираюсь продать мой средневековый торговый павильон...,0,0,0,0,1,0,0
"К сожалению, он не доберется сюда до конца июня.",0,0,0,0,1,0,0
Две дюжины роз присланы за ночь и доставлены этим утром.,0,0,0,0,1,0,0
Э-www только что напечатала мою новую штуковину с значками I.d 4-я работа n-ew моя фотография я сделала так много n они все были уродливы,0,0,0,0,1,0,0
"@godieggo12 хорошо, я управляю только потому, что у меня нет музыкальных талантов и ужасных вещей, чтобы сказать bout Rove",0,0,0,0,1,0,0
"Вчера я сделал самые милые фото Энди, но у меня их нет.",0,0,0,0,0,1,0
"@miliycyrus да, я тоже, но в Германии нет ни одного выпускного, хотя школа почти везде одинакова!",0,0,0,0,1,0,0
@JinxCat в последнее время я не умею готовить грустно.,0,0,0,0,1,0,0
Скотт уезжает.,0,0,0,0,0,1,0
"Мне нужно вернуться к ежедневному твитанию. Этот застой отстойно то, что GSN прерывает шоу во время трансляции. &gt;_&lt;",0,0,0,0,1,0,0
"Бог открыл облака и сказал, что я ненавижу тебя Джош",0,0,0,0,1,0,0
"@dwsomers то же самое, что и я в мужчине я девушка офф nd я 14 lol anint no1 особенная или неизвестная или богатая желание быть tho xx",0,0,0,0,0,1,0
@autismvox для меня это не,0,0,0,0,1,0,0
"Омфг, моя голова",0,0,0,0,1,0,0
Моя работа - отстой!,0,0,0,0,1,0,0
"@jodywhitesides так жаль, что я пропустил это!",0,0,0,0,1,0,0
"Нет времени твитнуть Бмору, что происходит на выходных?",0,0,0,0,1,0,0
Скучает по моим друзьям и славянам на долгий рабочий день,0,0,0,0,1,0,0
Я так устала...,0,0,0,0,1,0,0
"@judez_xo Они были так красивы и заняли около часа, чтобы сделать",0,0,0,0,1,0,0
"@ghost исполнитель Баммер собирался попробовать и взять на себя другие обязательства, которые, боюсь, встали на путь.",0,0,0,0,1,0,0
уставший и грустный,0,0,0,0,1,0,0
@Yurgs graga sizze случился IM так что UPSET...,0,0,0,0,1,0,0
Почему моя жизнь отстой?,0,0,0,0,1,0,0
"Бедная красавица, пошла за новыми шинами и наклейкой для осмотра.",0,0,0,0,1,0,0
"Освещение FreeSat (Скай блюдо) очень, очень плохо сейчас, блоки по всему месту, очень раздражает!",0,0,0,0,1,0,0
Мой компьютер умер.,0,0,0,0,1,0,0
"Они дали мне недействительный пароль, так что я не могу прийти.",0,0,0,0,1,0,0
"@DaneFiori Мысль о разделе имущества, конечно, удручает! (KIDDING!) Мне не нравится мысль о смерти моих родителей.",0,0,0,0,1,0,0
"@Flikie Мне скучно, но также и мертвая бедняжка!",0,0,0,0,1,0,0
Огромная головная боль,0,0,0,0,1,0,0
"Я так раздражался, что скучал по Митчу Бенну @ Лемон Три.",0,0,0,0,1,0,0
"О нет, я только что разбил свой насос для мяча.",0,0,0,0,1,0,0
"Если бы у нас был сад, чтобы у нас был ббк сегодня... мог бы устроить холл для ббк, это сработает. #friday firetainzard",0,0,0,0,1,0,0
"@BetterisLittle, когда идет дождь, как это правда? Мне так жаль, что я ненавижу эти времена.",0,0,0,0,0,1,0
@brittanitatastic auw это ужасно!,0,0,0,0,1,0,0
Я просто так устала.,0,0,0,0,1,0,0
Мой бедный телефон неккид без прикрытия.,0,0,0,0,1,0,0
"Ну что ж, тогда экзамен провалился и ушёл.",0,0,0,0,1,0,0
"@ecorazzi Grrr, люди отстой, я плачу, когда животные умирают на природном шоу, эти люди больны, нет охоты на вымирающие виды!",0,0,0,0,1,0,0
"@AnnieAreYouOK Нет, это раздражает и делает нас девушками, которые идут по спорту и хорошо известны, глупыми.",0,0,0,0,1,0,0
Сегодня все меня раздражает.,0,0,0,0,1,0,0
@Alice286 счастливица!!! Завтра я работаю весь день!,0,0,0,0,1,0,0
Мне нужно подбодриться.,0,0,0,0,1,0,0
"Устала... все еще злится, что я пропустила концерт.",0,0,0,0,1,0,0
"Глупая конкуренция продолжает мешать мне, но сегодня я получу несколько слов, если это убьет меня @heather_",0,0,0,0,1,0,0
"Уехать, чтобы вырвать мои злобные зубы...",0,0,0,0,1,0,0
@Disney_Мечтать что?! Майли собирается бросить Ханну Монтану? ...я не хочу в это верить!,0,0,0,0,1,0,0
Как ты себя чувствуешь? мне пришлось сбежать из-за отсутствия расходов.,0,0,0,0,1,0,0
Плакать слезами.,0,0,0,0,1,0,0
"Учитель поменял планы, и мы наблюдали за глупым движением насчет Тесла.",0,0,0,0,1,0,0
Мой факел сломал это настоящий облом.,0,0,0,0,1,0,0
"@Spiffums, меня не было рядом с ним.",0,0,0,0,1,0,0
"Мой TI89 умер, я не знаю почему.",0,0,0,0,1,0,0
"Так грустно, что в этом году я буду скучать по встрече с Пенниуэйз.",0,0,0,0,1,0,0
@bonnygutrie почему?!!?,0,0,0,0,0,1,0
"@gipsy_dreamer Вау, ты до сих пор не получил их?",0,0,0,0,0,1,0
"@stasyshow gangtarl exgirl перед следующей девушкой, nas один микрофон, держись, я все еще не могу слушать, так что я думаю это не имеет значения",0,0,0,0,0,1,0
@thegigerjames не одно и то же... мы можем сегодня повеселиться?,0,0,0,0,1,0,0
Ненависть двигается,0,0,0,0,1,0,0
"Официально я узнал кое-что о сумасшедших соседях, которые жили через зал... Страшно!",0,0,0,0,0,1,0
"Слушай, я только что уронил телефон, не напиши мне и не твити, я в настоящее время стучусь лицом к стене, покрытой ядом плюща.",0,0,0,0,1,0,0
"Моя учительница в детском саду умерла, миссис Коллинсон всегда помнила всех своих учеников.",0,0,0,0,0,1,0
"Простите, мисс.",0,0,0,0,1,0,0
"Куриный суп из лапши, который я приготовила для обеда, чтобы почувствовать себя лучше, просто сожгла язык . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",0,0,0,0,0,1,0
Мюррей только что сломался.,0,0,0,0,1,0,0
Почему у нас не может быть таких сделок из Хьюстона?,0,0,0,0,0,1,0
"Наслаждается вкусным салатом, но скучает по авокадо, вот что происходит, когда ваш муж делает продуктовый магазин.",0,0,0,0,1,0,0
Ааааааааааааа МакФлай,1,0,0,0,0,0,0
@roxecruz ur linky не работает,0,0,0,0,1,0,0
"Я все еще думаю, что их роспуск - это потеря. #металлический",0,0,0,0,1,0,0
Мои друзья смеются над моими выходными! @JamesPMacDonald разговаривали с тобой?,0,0,0,0,1,0,0
"Ты хочешь знать, что хуже... мой коллега только что заварил свежую чашку кофе, и все, о чем я могу думать, это бекон.",0,0,0,0,1,0,0
@TysonDuek очень жаль.,0,0,0,0,1,0,0
@thodwris RIP Майкл,0,0,0,0,1,0,0
"Не думаю, что он мне напишет.",0,0,0,0,0,1,0
"Даже не могу описать, как сильно болит спина.",0,0,0,0,1,0,0
"Я не смогу начать с глупости до осени, но я буду навещать тебя!",0,0,0,0,1,0,0
"Моя бедная Хезер, она не стала командой чирлидеров, прости девочку, может быть, в следующем году.",0,0,0,0,0,1,0
Ааааа... в пятницу!!!!!... но... похороны в 5.,0,0,0,0,1,0,0
Солнце делает меня счастливым =] Стыд насчет работы сегодня,0,0,0,0,1,0,0
"Вернувшись в Даблин Омг не спал в кровати до 530 года, так что я так хочу спать, но снова на дороге к доброму оле Дюблину:-p ...",0,0,0,0,0,1,0
"@Nobilis, я чувствую твою боль.",0,0,0,0,1,0,0
Бедный коллега только что потерял сына.,0,0,0,0,1,0,0
"Желает, чтобы у неё был бассейн.",0,0,0,0,1,0,0
"Суу нехорошо себя чувствует, и мне нужно встать с кровати.",0,0,0,0,1,0,0
Ещё одна вещь оставила хуааааааа!,0,0,0,0,1,0,0
Папа вытащил зубный мостик и забыл его на столе.,0,0,0,0,0,1,0
"@chrltgrc nope im note! Я собирался сделать это, но мои тети приехали из Америки и у нас большой семейный ужин, так что я не могу ххх",0,0,0,0,1,0,0
"@channisaulfah даже не лучше, чем заметки Kapsel cha Dy nulis?",0,0,0,0,0,1,0
"@feltbeats Это правильно... ударь меня, когда я опущусь.",0,0,0,0,1,0,0
@Tearless Poet правда???? Странная идиотка насчет этой свиньи.,0,0,0,0,1,0,0
"@Nic0pic0 много вещей, Нико. Новости Гуда: У меня есть работа Плохие новости: это посреди нигде. У меня телефон 4 твиттер, но CNT играет видео.",0,0,0,0,1,0,0
@GrafitttiMySoul Hell если я знаю @callunax Я страдаю,0,0,0,0,0,1,0
"Кислые конечности не дают мне вылезти в пятницу, я не был в 12 утра уже долгое время... даже больше на фритюрнице.",0,0,0,0,1,0,0
"@Fazenastynas нет, и я помню это тоже! дерьмо было так весело. У меня был аладдин!",0,0,0,0,0,1,0
Устал от математики,0,0,0,0,1,0,0
Боже мой. Куда все моё время ушло? = Гта4 отсосала мне жизнь и потратила целую неделю!,0,0,0,0,0,1,0
@jferlee я не видела его прошлой ночью! но я должна смотреть его в кинотеатрах.,0,0,0,0,1,0,0
@jephjacques мои три самых ненавидимых слова: &lt; &lt; Увидимся в понедельник&gt; &gt;,0,0,0,0,1,0,0
очень скучно.,0,0,0,0,1,0,0
"@alenadoma, очевидно, время безумия, видя, что они повсюду, кроме Лос-Анджелеса.",0,0,0,0,0,1,0
Компьютер на работе ненавидит меня.,0,0,0,0,1,0,0
Я хочу быть в солнечных садах.,0,0,0,0,1,0,0
"@mrs_mcupergirl ОК, закончили выпустить тебя на свободу, и я теперь сууу сумасшедший обряд... это не может закончиться вот так, я не хочу, чтобы он был плохим парнем",0,0,0,0,1,0,0
http://twitpic.com/66sls - @megelin и я только что видели эту монстрскую собаку в парке,0,0,0,0,0,1,0
тренировочный отстой... никаких наушников.,0,0,0,0,1,0,0
"Головная боль, головная боль, уходи. Приходи в другой день...",0,0,0,0,1,0,0
"Хотел бы я, чтобы мои дремы сбылись.",0,0,0,0,1,0,0
Дома... в пятницу вечером... но все хорошо!,0,0,0,0,1,0,0
"Устала и скучала, смотрела фильмы, пока я одна дома.",0,0,0,0,1,0,0
"Да пошло оно обратно в постель, пойдёт завтра, вроде как грустно.",0,0,0,0,1,0,0
"Может быть, моя вторая электронная почта очистит его и получит одобрение.",0,0,0,0,1,0,0
"Итак, моя встреча была в 12 вечера, почему я все еще жду 2, чтобы сделать прическу.",0,0,0,0,0,1,0
Я ненавижу интервью. Сегодня я буду делать ужасные вещи.,0,0,0,0,1,0,0
@BrendonBudness unfortunatley это своего рода зубная корона,0,0,0,0,1,0,0
@lexie_98 Кевин не может уйти с работы до 2,0,0,0,0,1,0,0
"Голова болит во время звонка Тома на самом деле рано, потому что шоу начнется в 2:30.",0,0,0,0,1,0,0
"@RoxieDax 10 часов назад я спал, извините.",0,0,0,0,1,0,0
на пути 2 да' пляжа!,0,0,0,0,1,0,0
"Никому не нравится альбом, который я выложил после миллиона попыток Буху",0,0,0,0,1,0,0
"Меня поддержали делать то, что мне не понравилось, когда я собирался сделать то, в чем я ввязался, мама всегда отказывала...",0,0,0,0,1,0,0
"Я очень скучаю по телефону, я не могу дождаться моего нового.",0,0,0,0,1,0,0
Теперь фотка не загрузится в Твиттере.,0,0,0,0,1,0,0
@novemberlight Я иногда проваливаюсь,0,0,0,0,1,0,0
"@fossiloffify был сарказмом, как обычно",0,0,0,0,1,0,0
"@SpookyJenB @Diver4skyncynsia Прекрати, ты меня огорчаешь.",0,0,0,0,1,0,0
Плохие волосы в день,0,0,0,0,1,0,0
"Кричи маме за то, что она так рано завела меня!",1,0,0,0,0,0,0
@ToyStory2wasOk Вечеринка должна быть перенесена на следующие выходные... тупая погода.,0,0,0,0,1,0,0
@sirhova Я должен был пойти в Филадельфию тоже... вылететь в последнюю минуту,0,0,0,0,1,0,0
"@Cinderell4 плохая примета. Что ж, в следующий раз тебе повезет больше...",0,0,0,0,1,0,0
"Очень хорошие идеи в #Mozoz концепте. Я очень люблю отправлять что-то свое, но нет времени.",0,0,0,0,1,0,0
"Машину угнали между вчерашним вечером и этим утром, когда муж должен был пойти на работу, как будто мы можем себе это позволить?",0,0,0,0,1,0,0
"Мне грустно, что мы упустили возможность быть в новом видео Валенсии.",0,0,0,0,1,0,0
"Покидая ННОА сегодня, считай секунды, пока я не начну плакать.",0,0,0,0,1,0,0
Глупые рыжие волосы слишком сложны для содержания.,1,0,0,0,0,0,0
"@AliceS1 Эй, я не смогу прийти сегодня к создателям",0,0,0,0,1,0,0
"@cbbcreson @silatjunkie Так, @kfrieze только что указал мне, что она не смогла принять участие в этом собеседовании из-за отсутствия iPhone",0,0,0,0,1,0,0
"Кент что-нибудь найдёт, потому что у меня слишком много открытости.",0,0,0,0,0,1,0
"Прошло уже 24 часа с тех пор, как моя собака уснула.",0,0,0,0,1,0,0
Я бы не отказался от солнечных лучей и прогулки.,0,0,0,0,1,0,0
"@windycity Creetty, это отвратительно... просто стрелять по воле?",0,0,0,0,1,0,0
"@Anny713 Она уродливая и серая снаружи даже в Сан-Диего не слишком холодная, дойдет до 70, но Мэй-Грей Джун-Глум для всех нас",0,0,0,0,1,0,0
"В конце концов, мне позвонили на консультацию по браку на 3 дня позже...",0,0,0,0,1,0,0
"Умные машины - это самые бесполезные машины, которые когда-либо создавались. И мне грустно, сколько их я вижу.",0,0,0,0,1,0,0
"Здравствуйте, Твитт, так что уезжайте утром сюда, в Ти-Эс-Сад, я думаю, что сейчас нужно найти работу, если кому-то в Атланте нужен великий дизайнер.",0,0,0,0,0,1,0
"@mmitchelldaviss mitchell, я пытался добавить тебя в Xbox в прямом эфире прошлой ночью, когда я был в твоём прямом шоу, но твой список друзей заполнен.",0,0,0,0,1,0,0
"Гас, официально известный как самая уродливая собака в мире умер. Мы будем скучать по тебе, Гас http://bit.ly/exjcn",0,0,0,0,1,0,0
"Вчера я слышала песню о том, как взять базу на самолёт, кто-нибудь может помочь мне найти её?",0,0,0,0,0,1,0
"Наконец-то солнечные дни и я слишком болен, чтобы выйти на улицу и поиграть.",0,0,0,0,1,0,0
Как будто мое тело отказывается двигаться.,0,0,0,0,1,0,0
"@catashton, я разработал свой фильм в Азде, половина из них просто серые! И у некоторых есть чёрная коробка на верхней половине почему?",0,0,0,0,0,1,0
"Мне кажется, у меня колено сломано, но я выгляжу потрясающе.",0,0,0,0,1,0,0
"А теперь мои девчонки только что умерли, как бы разочароваться!",0,0,0,0,1,0,0
"@IzzyJ_I_Вот о, милая, прости... из-за всего, через что ты прошла, последнее, что ты заслуживаешь, это быть несчастным дома.",0,0,0,0,1,0,0
ТГИФ Ресто дома - дорогой день!,0,0,0,0,0,1,0
Вы готовы плакать? Это будет долгий день воспоминаний.,0,0,0,0,1,0,0
"@banjoist123 Могу я спросить, что означает блюграсс?",0,0,0,0,1,0,0
Недалеко от загорания и сожжения,0,0,0,0,1,0,0
"@ShellyKramer, у меня температура последние 48 часов.",0,0,0,0,1,0,0
"@moorgret, вероятно, нет, вроде как дорого, и мы должны работать.",0,0,0,0,1,0,0
"Я не могу поверить, что эта женщина уговорила меня сделать другую причёску... настоящий разговор, хотя... я понятия не имею, что делать со своими волосами.",0,0,0,0,0,1,0
Голова болит,0,0,0,0,1,0,0
"@devontebrown, потому что ты любишь меня. Не делай меня грустным.",0,0,0,0,1,0,0
"Хотел бы я быть в ННОА в эти выходные, я буду там во вторник!",0,0,0,0,0,1,0
"Я снова пойду спать, ухо (оба) инфекция, у меня голова кружится, у меня болит желудок.",0,0,0,0,0,1,0
У XBOX красные кольца смерти.,0,0,0,0,1,0,0
Любимая рубашка разрушена: смерть отбеливателем #fb,0,0,0,0,1,0,0
"Я бы хотел, чтобы у меня не было длинных обезьяньих рук, и вместо этого я мог бы получить L!",0,0,0,0,1,0,0
"@joaniemoloniy yp, что отстойно, потому что я думал, что где-то там написано...",0,0,0,0,1,0,0
Внезапно я помню все воспоминания с ним.,0,0,0,0,1,0,0
"Я шесть дней подряд прошёл через аварию в доме, а потом папа взял меня в какое-то странное место и не дал мне времени после-быстрого.",0,0,0,0,0,1,0
"Если я &lt; &lt; не последовал за тобой &gt; &gt; , то нет. &lt; &lt; Что-то рыбье &gt; &gt; происходит с моей твит Дек!",0,0,0,0,0,1,0
"Платила все мои счета только за то, чтобы пойти в почтовый ящик, чтобы найти больше.",0,0,0,0,1,0,0
"Никто не хочет сидеть со мной за обедом, я думаю, я просто закопаю голову в ноутбуке и останусь антиобщественной.",0,0,0,0,1,0,0
"Я думаю, что моя книга исчезла навсегда... мы оплакиваем навсегда дерьмо!",0,0,0,0,1,0,0
- неисправность,0,0,0,0,1,0,0
Я так скучаю по своей кровати!,0,0,0,0,1,0,0
"Земная линия говорит, что наш модем мёртв, они хотят, чтобы я купил новый или подписал контракт на один год!",0,0,0,0,1,0,0
Расстроен копированием 13Gigs по USB 1.1. Тупые старые серверы,0,0,0,0,1,0,0
Оттащить меня к чертовой саундтрек от Кристофера Янга задерживается со 2-го июня до 7-го июля.,0,0,0,0,1,0,0
"Бен &amp; Джерри потерпел неудачу. Есть электронная почта для бесплатного мороженого. Говорит, нажмите здесь, чтобы искупить купон. Когда я нажму, я получу сообщение об ошибке @cherrygarcia",0,0,0,0,1,0,0
"Слушаю Опета, пытаюсь не думать о том, чтобы пропустить их шоу в Сан-Антонио.",0,0,0,0,1,0,0
"Чуть не заснул под сушилкой для волос, так устал, что меня сейчас стошнит.",0,0,0,0,1,0,0
"@getwednesday @emilihilleren Я потеряла членство, когда меня подхватили в клубе 3D. Это одиноко.",0,0,0,0,1,0,0
"Вау, я не понял, что есть предел для кнопки &quot; больше и больше &quot; . Это отстой... я думаю, что два дня - это максимум, чтобы не подписываться в Твиттере!",0,0,0,0,1,0,0
Мне нужны новые ботинки!,0,0,0,0,1,0,0
"@jklacker, к сожалению, я не @jamesog - кто-то сидит на этом",0,0,0,0,1,0,0
В Нью-Йорке когда-нибудь будет еще одна постановка The Last 5 Years??????,0,0,0,0,0,1,0
Какой страшный день в Лос-Анджелесе.,0,0,0,0,0,1,0
Возьми это назад на гипс... один уронил прошлой ночью!,0,0,0,0,0,1,0
Юная любовь подходит к концу,0,0,0,0,1,0,0
"У меня была большая половина срока, и я не хочу возвращаться в школу в понедельник :'(Наслаждаясь горячим хотлером lo0l ;)",0,0,0,0,1,0,0
"Черт побери, мой собственный LDBF не дал мне ""Следующий за пятницей""",0,0,0,0,1,0,0
@AngelIbarra @ZombieNicholas DUBLIN TOMORROW!,0,0,0,0,0,1,0
"Это то, что я пью вместо пива: в аэропорту закончилось пиво. По крайней мере, это углекислый газ. http://mypict.me/1Zu9",0,0,0,0,1,0,0
"@LenaAlli Я даже не знаю Ленаа, когда ты ходишь на шоу одежды?",0,0,0,0,0,1,0
"@xxxmaggie o, это отстой, мне жаль.",0,0,0,0,1,0,0
@lovessunflowers O нет! Мертвые кексы... как грустно,0,0,0,0,0,1,0
"Я могу сказать, что это будет злой день...",0,0,0,0,1,0,0
Македония: Немногие дождливые дни подряд.,0,0,0,0,1,0,0
"Ненавижу, когда у моей милой плохой день http://tinyurl.com/lr22dj",0,0,0,0,1,0,0
"Мои родители забирают торт, они не покупают продукты и все время едят только 2.",0,0,0,0,1,0,0
"@philispig - это соревнование за углом, если не медлить по крайней мере неделю.",0,0,0,0,1,0,0
@jmorgan0909 и я не получу еще одну... здесь только один альфи.,0,0,0,0,1,0,0
"@AC_1 Добро пожаловать в твиттер-мир Эндрю! Скажи Дэвиду, чтобы у него был твиттер.",0,0,0,0,1,0,0
"Я думаю, это нечестно, что мне приходится пропускать солнце, все места работы должны быть закрыты. Писать эссе нельзя, когда они солнечные!",0,0,0,0,1,0,0
головная боль,0,0,0,0,1,0,0
"Последний рабочий день, когда мы будем скучать по ней.",0,0,0,0,1,0,0
"@JCinQC это далеко от центра, около 30-40 минут, и у них есть бургеры с овощами.",0,0,0,0,0,1,0
"Эвермор и Конец модных камней, моя бедная нога! Ух ты! Поранил мою ногу. Нехорошо. Завтра будет больно.",0,0,0,0,1,0,0
похмелье сегодня,0,0,0,0,0,1,0
Я бы хотел пойти на выпускной.,0,0,0,0,1,0,0
"Иногда я забываю, что у мальчиков тоже есть чувства.",0,0,0,0,1,0,0
"Я тоже думаю, что сейчас я разговариваю с собой.",0,0,0,0,1,0,0
"@tommcfly 12:30 утра, @buonotomato перестал твитать, мой мозг не работает. Я хочу плакать.",0,0,0,0,1,0,0
Съел весь мой шоколад.,0,0,0,0,1,0,0
"pro: ужасно ближе к @thom1937 con: по крайней мере, год не будет больше пробега/высадки Mpls.",0,0,0,0,1,0,0
"Отстой, что у меня нет планшета для рисования!",0,0,0,0,0,1,0
"@saxa246 ive пытались забыть ее годами, так трудно двигаться дальше, когда ты так влюблена.. Это отстой.",0,0,0,0,1,0,0
@francecino его хорошие детки &gt;&gt; boo. И они собираются оставить агайрин,0,0,0,0,0,1,0
@pairadsdизайн и Radio X 96.1 будут заниматься спортом в следующем месяце. Радио мертво. #grandrapids,0,0,0,0,1,0,0
Спал почти 11 часов подряд и все еще устал!,0,0,0,0,0,1,0
"Полагаю, сегодня мы не встретимся.",0,0,0,0,1,0,0
"Сегодня парень назвал меня СИД-мальчиком, и это больно.",0,0,0,0,0,1,0
"Я ДОЛЖНА спорить с Байроном, потому что он сказал, что не жирный",0,0,0,0,1,0,0
